,Drug,#,%,(,),+,-,.,/,0,1,2,3,4,5,6,7,8,9,=,@,A,B,C,F,H,I,K,L,M,N,O,P,S,W,Z,[,\,],a,b,c,e,g,i,l,n,o,r,s,t,u,target
11645,COc1ccc(O[C@H]2C=C[C@@H](c3ccccc3)O[C@H]2COC(=O)CC/C(C)=N\OC[C@@H](O)COCc2ccco2)cc1,0,0,5,5,0,0,0,1,0,2,4,2,0,0,0,0,0,0,3,6,0,0,16,0,4,0,0,0,0,1,8,0,0,0,0,4,1,4,0,0,16,0,0,0,0,0,1,0,0,0,0,1
11646,COc1ccc(O[C@H]2C=C[C@@H](c3ccccc3)O[C@H]2COC(=O)CC/C(C)=N\O[C@@H](C)c2cn([C@H](CO)Cc3ccccc3)nn2)cc1,0,0,7,7,0,0,0,1,0,2,4,4,0,0,0,0,0,0,3,7,0,0,17,0,5,0,0,0,0,1,7,0,0,0,0,5,1,5,0,0,20,0,0,0,0,3,0,0,0,0,0,1
11647,COc1ccc(O[C@H]2C=C[C@@H](c3ccccc3)O[C@H]2COC(=O)CC/C(C)=N\OC[C@@H](C)[C@H](OCc2ccccc2)C(C)C)cc1,0,0,7,7,0,0,0,1,0,2,4,2,0,0,0,0,0,0,3,7,0,0,20,0,5,0,0,0,0,1,7,0,0,0,0,5,1,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0
11648,COc1ccc(O[C@H]2C=C[C@@H](c3ccccc3)O[C@H]2COC(=O)CC/C(C)=N/O[C@@H]2O[C@H](COC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)cc1,0,0,11,11,0,0,0,2,0,2,4,2,0,0,0,0,0,0,7,10,0,0,26,0,8,0,0,0,0,1,15,0,0,0,0,8,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0
11649,CO/N=C(/C)CCC(=O)OC[C@@H]1O[C@H](C#Cc2ccccc2)C=C[C@@H]1Oc1ccc(C)cc1,1,0,4,4,0,0,0,2,0,4,2,0,0,0,0,0,0,0,3,5,0,0,15,0,3,0,0,0,0,1,5,0,0,0,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0
11650,COc1ccc(O[C@H]2C=C[C@@H](c3ccccc3)O[C@H]2CO/N=C(/C)CCC(=O)OC[C@@H]2O[C@H](C#Cc3ccccc3)C=C[C@@H]2Oc2ccc(C)cc2)cc1,1,0,6,6,0,0,0,2,0,2,6,4,0,0,0,0,0,0,4,9,0,0,21,0,6,0,0,0,0,1,8,0,0,0,0,6,0,6,0,0,24,0,0,0,0,0,0,0,0,0,0,0
11651,CCCNC(=O)OC[C@@H]1O[C@H](CCO/N=C(\C)CCC(=O)OC[C@@H]2O[C@H](C#Cc3ccccc3)C=C[C@@H]2Oc2ccc(C)cc2)C=C[C@@H]1Oc1ccc(OC)cc1,1,0,7,7,0,0,0,1,0,4,4,2,0,0,0,0,0,0,5,10,0,0,27,0,6,0,0,0,0,2,10,0,0,0,0,6,1,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0
11652,C/C(CCC(=O)OC[C@@H]1O[C@H](C#Cc2ccccc2)C=C[C@@H]1Oc1ccc(C)cc1)=N/O[C@@H](C)CN1CCCCc2nc(C)c(C)cc21,1,0,7,7,0,0,0,2,0,6,4,0,0,0,0,0,0,0,3,7,0,0,23,0,4,0,0,0,0,2,5,0,0,0,0,4,0,4,0,0,17,0,0,0,0,1,0,0,0,0,0,0
11653,C/C(CCC(=O)OC[C@@H]1O[C@H](C#Cc2ccccc2)C=C[C@@H]1Oc1ccc(C)cc1)=N/OC[C@@H](O)[C@H]1O[C@H]2OC(C)(C)O[C@H]2[C@@H]1O,1,0,7,7,0,0,0,2,0,6,4,0,0,0,0,0,0,0,3,12,0,0,23,0,8,0,0,0,0,1,10,0,0,0,0,8,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0
11654,C=CC[C@@H]1C=C[C@@H](O/N=C(/C)CCC(=O)OC[C@@H]2O[C@H](C#Cc3ccccc3)C=C[C@@H]2Oc2ccc(C)cc2)[C@@H](CO)O1,1,0,6,6,0,0,0,2,0,2,4,2,0,0,0,0,0,0,5,11,0,0,23,0,6,0,0,0,0,1,7,0,0,0,0,6,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0
11655,C/C(CCC(=O)OC[C@@H]1O[C@H](C#Cc2ccccc2)C=C[C@@H]1Oc1ccc(C)cc1)=N/O[C@@H](C)c1cn([C@H]2COC[C@H]2O)nn1,1,0,6,6,0,0,0,2,0,6,4,0,0,0,0,0,0,0,3,9,0,0,20,0,6,0,0,0,0,1,7,0,0,0,0,6,0,6,0,0,14,0,0,0,0,3,0,0,0,0,0,1
11656,C/C(CCC(=O)OC[C@@H]1O[C@H](C#Cc2ccccc2)C=C[C@@H]1Oc1ccc(C)cc1)=N/O[C@@H](C)c1cn([C@H](CO)Cc2ccccc2)nn1,1,0,7,7,0,0,0,2,0,6,4,0,0,0,0,0,0,0,3,8,0,0,19,0,5,0,0,0,0,1,6,0,0,0,0,5,0,5,0,0,20,0,0,0,0,3,0,0,0,0,0,1
11657,C/C(CCC(=O)OC[C@@H]1O[C@H](C#Cc2ccccc2)C=C[C@@H]1Oc1ccc(C)cc1)=N/O[C@@H](C)c1cc(-c2c(C)cc(C)cc2C)no1,1,0,8,8,0,1,0,2,0,6,4,0,0,0,0,0,0,0,3,7,0,0,19,0,4,0,0,0,0,1,5,0,0,0,0,4,0,4,0,0,21,0,0,0,0,1,1,0,0,0,0,0
11658,C/C(CCC(=O)OC[C@@H]1O[C@H](C#Cc2ccccc2)C=C[C@@H]1Oc1ccc(C)cc1)=N/OC[C@@H](C)[C@H](OCc1ccccc1)C(C)C,1,0,7,7,0,0,0,2,0,6,2,0,0,0,0,0,0,0,3,8,0,0,22,0,5,0,0,0,0,1,6,0,0,0,0,5,0,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0
11659,CC(=O)OC[C@H]1O[C@@H](O/N=C(\C)CCC(=O)OC[C@@H]2O[C@H](C#Cc3ccccc3)C=C[C@@H]2Oc2ccc(C)cc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,1,0,11,11,0,0,0,1,0,2,4,2,0,0,0,0,0,0,7,12,0,0,28,0,8,0,0,0,0,1,14,0,0,0,0,8,1,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0
11660,CO/N=C\C[C@@H]1C=C[C@H](OC(C)=O)[C@H](COC(C)=O)O1,0,0,4,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,4,4,0,0,13,0,3,0,0,0,0,1,6,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11661,CCCNC(=O)OC[C@@H]1O[C@H](CCO/N=C\C[C@H]2C=C[C@H](OC(C)=O)[C@@H](COC(C)=O)O2)C=C[C@@H]1Oc1ccc(OC)cc1,0,0,7,7,0,0,0,1,0,4,2,0,0,0,0,0,0,0,6,9,0,0,25,0,6,0,0,0,0,2,11,0,0,0,0,6,1,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0
11662,CC(=O)OC[C@@H]1O[C@H](C/C=N\OCC[C@H]2C=C[C@H](OC(C)=O)[C@@H](COC(C)=O)O2)C=C[C@@H]1OC(C)=O,0,0,7,7,0,0,0,1,0,2,2,0,0,0,0,0,0,0,7,9,0,0,24,0,6,0,0,0,0,1,11,0,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11663,CC(=O)OC[C@@H]1O[C@H](C/C=N\O[C@@H](C)CN2CCCCc3nc(C)c(C)cc32)C=C[C@@H]1OC(C)=O,0,0,6,6,0,0,0,1,0,2,2,2,0,0,0,0,0,0,4,7,0,0,21,0,4,0,0,0,0,2,6,0,0,0,0,4,1,4,0,0,5,0,0,0,0,1,0,0,0,0,0,0
11664,CC(=O)OC[C@@H]1O[C@H](C/C=N\O[C@@H](C)CN2CCCc3nc(C)c(C)cc32)C=C[C@@H]1OC(C)=O,0,0,6,6,0,0,0,1,0,2,2,2,0,0,0,0,0,0,4,7,0,0,20,0,4,0,0,0,0,2,6,0,0,0,0,4,1,4,0,0,5,0,0,0,0,1,0,0,0,0,0,0
11665,CC(=O)OC[C@@H]1O[C@H](C/C=N\OC[C@@H](O)[C@H]2O[C@H]3OC(C)(C)O[C@H]3[C@@H]2O)C=C[C@@H]1OC(C)=O,0,0,6,6,0,0,0,1,0,2,2,2,0,0,0,0,0,0,4,12,0,0,21,0,8,0,0,0,0,1,11,0,0,0,0,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11666,C=CC[C@@H]1C=C[C@@H](O/N=C\C[C@@H]2C=C[C@H](OC(C)=O)[C@H](COC(C)=O)O2)[C@@H](CO)O1,0,0,6,6,0,0,0,1,0,2,2,0,0,0,0,0,0,0,6,10,0,0,21,0,6,0,0,0,0,1,8,0,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11667,CC(=O)OC[C@@H]1O[C@H](C/C=N\OC[C@@H](O)COCc2ccco2)C=C[C@@H]1OC(C)=O,0,0,4,4,0,0,0,1,0,2,2,0,0,0,0,0,0,0,4,7,0,0,16,0,4,0,0,0,0,1,8,0,0,0,0,4,1,4,0,0,4,0,0,0,0,0,1,0,0,0,0,0
11668,CC(=O)OC[C@@H]1O[C@H](C/C=N\O[C@@H](C)c2cn([C@H]3COC[C@H]3O)nn2)C=C[C@@H]1OC(C)=O,0,0,5,5,0,0,0,1,0,2,2,2,0,0,0,0,0,0,4,9,0,0,18,0,6,0,0,0,0,1,8,0,0,0,0,6,1,6,0,0,2,0,0,0,0,3,0,0,0,0,0,0
11669,CC(=O)OC[C@@H]1O[C@H](C/C=N\O[C@@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)C=C[C@@H]1OC(C)=O,0,0,10,10,0,0,0,1,0,2,2,0,0,0,0,0,0,0,8,12,0,0,26,0,8,0,0,0,0,1,15,0,0,0,0,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11670,CO/N=C(\C)CCN1CCCCc2nc(C)c(C)cc21,0,0,3,3,0,0,0,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0
11671,CC(=O)OC[C@@H]1O[C@H](CCO/N=C(\C)CCN2CCCCc3nc(C)c(C)cc32)C=C[C@@H]1OC(C)=O,0,0,6,6,0,0,0,1,0,2,2,2,0,0,0,0,0,0,4,5,0,0,22,0,3,0,0,0,0,2,6,0,0,0,0,3,1,3,0,0,5,0,0,0,0,1,0,0,0,0,0,0
11672,C/C(CCN1CCCCc2nc(C)c(C)cc21)=N\O[C@@H](C)CN1CCCCc2nc(C)c(C)cc21,0,0,6,6,0,0,0,1,0,4,4,0,0,0,0,0,0,0,1,2,0,0,19,0,1,0,0,0,0,3,1,0,0,0,0,1,1,1,0,0,10,0,0,0,0,2,0,0,0,0,0,0
11673,C/C(CCN1CCCCc2nc(C)c(C)cc21)=N\O[C@@H](C)CN1CCCc2nc(C)c(C)cc21,0,0,6,6,0,0,0,1,0,4,4,0,0,0,0,0,0,0,1,2,0,0,18,0,1,0,0,0,0,3,1,0,0,0,0,1,1,1,0,0,10,0,0,0,0,2,0,0,0,0,0,0
11674,C/C(CCN1CCCCc2nc(C)c(C)cc21)=N\OC[C@@H](O)[C@@H]1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]1O,0,0,6,6,0,0,0,1,0,4,4,0,0,0,0,0,0,0,1,9,0,0,19,0,5,0,0,0,0,2,6,0,0,0,0,5,1,5,0,0,5,0,0,0,0,1,0,0,0,0,0,0
11675,C=CC[C@@H]1C=C[C@H](O/N=C(\C)CCN2CCCCc3nc(C)c(C)cc32)[C@H](CO)O1,0,0,5,5,0,0,0,1,0,2,2,2,0,0,0,0,0,0,3,4,0,0,19,0,3,0,0,0,0,2,3,0,0,0,0,3,1,3,0,0,5,0,0,0,0,1,0,0,0,0,0,0
11676,C/C(CCN1CCCCc2nc(C)c(C)cc21)=N\OC[C@@H](O)COCc1ccco1,0,0,4,4,0,0,0,1,0,4,2,0,0,0,0,0,0,0,1,2,0,0,14,0,1,0,0,0,0,2,3,0,0,0,0,1,1,1,0,0,9,0,0,0,0,1,1,0,0,0,0,0
11677,C/C(CCN1CCCCc2nc(C)c(C)cc21)=N\O[C@@H](C)c1cn([C@@H]2COC[C@@H]2O)nn1,0,0,5,5,0,0,0,1,0,4,4,0,0,0,0,0,0,0,1,6,0,0,16,0,3,0,0,0,0,2,3,0,0,0,0,3,1,3,0,0,7,0,0,0,0,4,0,0,0,0,0,0
11678,C/C(CCN1CCCCc2nc(C)c(C)cc21)=N\O[C@@H](C)c1cc(-c2c(C)cc(C)cc2C)no1,0,0,7,7,0,1,0,1,0,4,4,0,0,0,0,0,0,0,1,2,0,0,15,0,1,0,0,0,0,2,1,0,0,0,0,1,1,1,0,0,14,0,0,0,0,2,1,0,0,0,0,1
11679,C/C(CCN1CCCCc2nc(C)c(C)cc21)=N\OC[C@@H](C)[C@H](OCc1ccccc1)C(C)C,0,0,6,6,0,0,0,1,0,4,2,0,0,0,0,0,0,0,1,3,0,0,18,0,2,0,0,0,0,2,2,0,0,0,0,2,1,2,0,0,11,0,0,0,0,1,0,0,0,0,0,0
11680,CC(=O)OC[C@H]1O[C@@H](O/N=C(\C)CCN2CCCCc3nc(C)c(C)cc32)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,0,0,10,10,0,0,0,1,0,2,2,2,0,0,0,0,0,0,5,7,0,0,24,0,5,0,0,0,0,2,10,0,0,0,0,5,1,5,0,0,5,0,0,0,0,1,0,0,0,0,0,0
11681,CO/N=C(\C)CCN1CCCc2nc(C)c(C)cc21,0,0,3,3,0,0,0,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0
11682,CCCNC(=O)OC[C@@H]1O[C@H](CCO/N=C(\C)CCN2CCCc3nc(C)c(C)cc32)C=C[C@@H]1Oc1ccc(OC)cc1,0,0,6,6,0,0,0,1,0,4,2,2,0,0,0,0,0,0,3,5,0,0,22,0,3,0,0,0,0,3,6,0,0,0,0,3,1,3,0,0,11,0,0,0,0,1,0,0,0,0,0,0
11683,CC(=O)OC[C@@H]1O[C@H](CCO/N=C(\C)CCN2CCCc3nc(C)c(C)cc32)C=C[C@@H]1OC(C)=O,0,0,6,6,0,0,0,1,0,2,2,2,0,0,0,0,0,0,4,5,0,0,21,0,3,0,0,0,0,2,6,0,0,0,0,3,1,3,0,0,5,0,0,0,0,1,0,0,0,0,0,0
11684,C/C(CCN1CCCc2nc(C)c(C)cc21)=N\O[C@@H](C)CN1CCCCc2nc(C)c(C)cc21,0,0,6,6,0,0,0,1,0,4,4,0,0,0,0,0,0,0,1,2,0,0,18,0,1,0,0,0,0,3,1,0,0,0,0,1,1,1,0,0,10,0,0,0,0,2,0,0,0,0,0,0
11685,C/C(CCN1CCCc2nc(C)c(C)cc21)=N\O[C@@H](C)CN1CCCc2nc(C)c(C)cc21,0,0,6,6,0,0,0,1,0,4,4,0,0,0,0,0,0,0,1,2,0,0,17,0,1,0,0,0,0,3,1,0,0,0,0,1,1,1,0,0,10,0,0,0,0,2,0,0,0,0,0,0
11686,C/C(CCN1CCCc2nc(C)c(C)cc21)=N\OC[C@@H](O)[C@@H]1O[C@@H]2OC(C)(C)O[C@@H]2[C@H]1O,0,0,6,6,0,0,0,1,0,4,4,0,0,0,0,0,0,0,1,9,0,0,18,0,5,0,0,0,0,2,6,0,0,0,0,5,1,5,0,0,5,0,0,0,0,1,0,0,0,0,0,0
11687,C=CC[C@@H]1C=C[C@H](O/N=C(\C)CCN2CCCc3nc(C)c(C)cc32)[C@H](CO)O1,0,0,5,5,0,0,0,1,0,2,2,2,0,0,0,0,0,0,3,4,0,0,18,0,3,0,0,0,0,2,3,0,0,0,0,3,1,3,0,0,5,0,0,0,0,1,0,0,0,0,0,0
11688,C/C(CCN1CCCc2nc(C)c(C)cc21)=N\OC[C@@H](O)COCc1ccco1,0,0,4,4,0,0,0,1,0,4,2,0,0,0,0,0,0,0,1,2,0,0,13,0,1,0,0,0,0,2,3,0,0,0,0,1,1,1,0,0,9,0,0,0,0,1,1,0,0,0,0,0
11689,C/C(CCN1CCCc2nc(C)c(C)cc21)=N\O[C@@H](C)c1cn([C@@H]2COC[C@@H]2O)nn1,0,0,5,5,0,0,0,1,0,4,4,0,0,0,0,0,0,0,1,6,0,0,15,0,3,0,0,0,0,2,3,0,0,0,0,3,1,3,0,0,7,0,0,0,0,4,0,0,0,0,0,0
11690,C/C(CCN1CCCc2nc(C)c(C)cc21)=N\O[C@@H](C)c1cn([C@H](CO)Cc2ccccc2)nn1,0,0,6,6,0,0,0,1,0,4,4,0,0,0,0,0,0,0,1,3,0,0,14,0,2,0,0,0,0,2,2,0,0,0,0,2,1,2,0,0,13,0,0,0,0,4,0,0,0,0,0,0
11691,C/C(CCN1CCCc2nc(C)c(C)cc21)=N\OC[C@@H](C)[C@H](OCc1ccccc1)C(C)C,0,0,6,6,0,0,0,1,0,4,2,0,0,0,0,0,0,0,1,3,0,0,17,0,2,0,0,0,0,2,2,0,0,0,0,2,1,2,0,0,11,0,0,0,0,1,0,0,0,0,0,0
11692,CC(=O)OC[C@H]1O[C@@H](O/N=C(\C)CCN2CCCc3nc(C)c(C)cc32)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,0,0,10,10,0,0,0,1,0,2,2,2,0,0,0,0,0,0,5,7,0,0,23,0,5,0,0,0,0,2,10,0,0,0,0,5,1,5,0,0,5,0,0,0,0,1,0,0,0,0,0,0
11693,CO/N=C\c1ccc(C(=O)N2[C@H](C(=O)OC)CC[C@H](C)[C@H]2c2ccc(C)cc2)cc1,0,0,6,6,0,0,0,1,0,2,4,0,0,0,0,0,0,0,3,3,0,0,12,0,3,0,0,0,0,2,4,0,0,0,0,3,1,3,0,0,12,0,0,0,0,0,0,0,0,0,0,1
11694,COC(=O)[C@@H]1CC[C@H](C)[C@@H](c2ccc(C)cc2)N1C(=O)c1ccc(/C=N\OC[C@@H]2O[C@H](c3ccccc3)C=C[C@@H]2Oc2ccc(OC)cc2)cc1,0,0,8,8,0,0,0,1,0,4,6,2,0,0,0,0,0,0,4,10,0,0,18,0,6,0,0,0,0,2,7,0,0,0,0,6,1,6,0,0,24,0,0,0,0,0,0,0,0,0,0,0
11695,CCCNC(=O)OC[C@@H]1O[C@H](CCO/N=C\c2ccc(C(=O)N3[C@H](C(=O)OC)CC[C@H](C)[C@H]3c3ccc(C)cc3)cc2)C=C[C@@H]1Oc1ccc(OC)cc1,0,0,9,9,0,0,0,1,0,4,2,4,0,0,0,0,0,0,5,8,0,0,24,0,6,0,0,0,0,3,9,0,0,0,0,6,1,6,0,0,18,0,0,0,0,0,0,0,0,0,0,1
11696,COC(=O)[C@@H]1CC[C@H](C)[C@@H](c2ccc(C)cc2)N1C(=O)c1ccc(/C=N\OC[C@@H](O)[C@H]2O[C@H]3OC(C)(C)O[C@H]3[C@@H]2O)cc1,0,0,9,9,0,0,0,1,0,4,4,2,0,0,0,0,0,0,3,12,0,0,20,0,8,0,0,0,0,2,9,0,0,0,0,8,1,8,0,0,12,0,0,0,0,0,0,0,0,0,0,1
11697,C=CC[C@@H]1C=C[C@@H](O/N=C\c2ccc(C(=O)N3[C@H](C(=O)OC)CC[C@H](C)[C@H]3c3ccc(C)cc3)cc2)[C@@H](CO)O1,0,0,8,8,0,0,0,1,0,2,2,4,0,0,0,0,0,0,5,9,0,0,20,0,6,0,0,0,0,2,6,0,0,0,0,6,1,6,0,0,12,0,0,0,0,0,0,0,0,0,0,1
11698,COC(=O)[C@@H]1CC[C@H](C)[C@@H](c2ccc(C)cc2)N1C(=O)c1ccc(/C=N\OC[C@@H](O)COCc2ccco2)cc1,0,0,7,7,0,0,0,1,0,4,4,0,0,0,0,0,0,0,3,7,0,0,15,0,4,0,0,0,0,2,6,0,0,0,0,4,1,4,0,0,16,0,0,0,0,0,1,0,0,0,0,1
11699,COC(=O)[C@@H]1CC[C@H](C)[C@@H](c2ccc(C)cc2)N1C(=O)c1ccc(/C=N\OC[C@@H](C)[C@H](OCc2ccccc2)C(C)C)cc1,0,0,9,9,0,0,0,1,0,4,4,0,0,0,0,0,0,0,3,8,0,0,19,0,5,0,0,0,0,2,5,0,0,0,0,5,1,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0
11700,CO/N=C\[C@@H](NS(=O)(=O)c1ccc(C)cc1)[C@H](C)/C=C\CC(=O)OC,0,0,6,6,0,0,0,2,0,2,0,0,0,0,0,0,0,0,5,3,0,0,11,0,2,0,0,0,0,2,5,0,1,0,0,2,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0
11701,COC(=O)C/C=C\[C@@H](C)[C@@H](/C=N\OC[C@@H]1O[C@H](c2ccccc2)C=C[C@@H]1Oc1ccc(OC)cc1)NS(=O)(=O)c1ccc(C)cc1,0,0,8,8,0,0,0,2,0,6,2,0,0,0,0,0,0,0,6,9,0,0,17,0,5,0,0,0,0,2,8,0,1,0,0,5,2,5,0,0,18,0,0,0,0,0,0,0,0,0,0,1
11702,CCCNC(=O)OC[C@H]1O[C@@H](CCO/N=C\[C@@H](NS(=O)(=O)c2ccc(C)cc2)[C@H](C)/C=C\CC(=O)OC)C=C[C@@H]1Oc1ccc(OC)cc1,0,0,9,9,0,0,0,2,0,4,2,0,0,0,0,0,0,0,7,8,0,0,23,0,5,0,0,0,0,3,10,0,1,0,0,5,2,5,0,0,12,0,0,0,0,0,0,0,0,0,0,1
11703,COC(=O)C/C=C\[C@@H](C)[C@@H](/C=N\O[C@@H](C)CN1CCCCc2nc(C)c(C)cc21)NS(=O)(=O)c1ccc(C)cc1,0,0,9,9,0,0,0,2,0,4,2,0,0,0,0,0,0,0,5,6,0,0,19,0,3,0,0,0,0,3,5,0,1,0,0,3,2,3,0,0,11,0,0,0,0,1,0,0,0,0,0,0
11704,COC(=O)C/C=C\[C@@H](C)[C@@H](/C=N\OC[C@@H](O)[C@H]1O[C@H]2OC(C)(C)O[C@H]2[C@@H]1O)NS(=O)(=O)c1ccc(C)cc1,0,0,9,9,0,0,0,2,0,4,2,0,0,0,0,0,0,0,5,11,0,0,19,0,7,0,0,0,0,2,10,0,1,0,0,7,2,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0
11705,C=CC[C@@H]1C=C[C@@H](O/N=C\[C@@H](NS(=O)(=O)c2ccc(C)cc2)[C@H](C)/C=C\CC(=O)OC)[C@@H](CO)O1,0,0,8,8,0,0,0,2,0,2,2,0,0,0,0,0,0,0,7,9,0,0,19,0,5,0,0,0,0,2,7,0,1,0,0,5,2,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0
11706,COC(=O)C/C=C\[C@@H](C)[C@@H](/C=N\OC[C@@H](O)COCc1ccco1)NS(=O)(=O)c1ccc(C)cc1,0,0,7,7,0,0,0,2,0,4,0,0,0,0,0,0,0,0,5,6,0,0,14,0,3,0,0,0,0,2,7,0,1,0,0,3,2,3,0,0,10,0,0,0,0,0,1,0,0,0,0,0
11707,COC(=O)C/C=C\[C@@H](C)[C@@H](/C=N\O[C@@H](C)c1cn([C@H]2COC[C@H]2O)nn1)NS(=O)(=O)c1ccc(C)cc1,0,0,8,8,0,0,0,2,0,4,2,0,0,0,0,0,0,0,5,8,0,0,16,0,5,0,0,0,0,2,7,0,1,0,0,5,2,5,0,0,8,0,0,0,0,3,0,0,0,0,0,0
11708,COC(=O)C/C=C\[C@@H](C)[C@@H](/C=N\O[C@@H](C)c1cn([C@H](CO)Cc2ccccc2)nn1)NS(=O)(=O)c1ccc(C)cc1,0,0,9,9,0,0,0,2,0,4,2,0,0,0,0,0,0,0,5,7,0,0,15,0,4,0,0,0,0,2,6,0,1,0,0,4,2,4,0,0,14,0,0,0,0,3,0,0,0,0,0,0
11709,COC(=O)C/C=C\[C@@H](C)[C@@H](/C=N\O[C@@H](C)c1cc(-c2c(C)cc(C)cc2C)no1)NS(=O)(=O)c1ccc(C)cc1,0,0,10,10,0,1,0,2,0,4,2,0,0,0,0,0,0,0,5,6,0,0,15,0,3,0,0,0,0,2,5,0,1,0,0,3,2,3,0,0,15,0,0,0,0,1,1,0,0,0,0,1
11710,COC(=O)C/C=C\[C@@H](C)[C@@H](/C=N\OC[C@@H](C)[C@H](OCc1ccccc1)C(C)C)NS(=O)(=O)c1ccc(C)cc1,0,0,9,9,0,0,0,2,0,4,0,0,0,0,0,0,0,0,5,7,0,0,18,0,4,0,0,0,0,2,6,0,1,0,0,4,2,4,0,0,12,0,0,0,0,0,0,0,0,0,0,1
11711,COC(=O)C/C=C\[C@@H](C)[C@@H](/C=N\O[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O)NS(=O)(=O)c1ccc(C)cc1,0,0,13,13,0,0,0,2,0,4,0,0,0,0,0,0,0,0,9,11,0,0,24,0,7,0,0,0,0,2,14,0,1,0,0,7,2,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0
11712,CO/N=C1/c2cc(OC)ccc2O[C@@H](c2cccc(OC)c2)[C@H]1O,0,0,3,3,0,0,0,2,0,2,4,0,0,0,0,0,0,0,1,3,0,0,6,0,2,0,0,0,0,1,5,0,0,0,0,2,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0
11713,COc1ccc(O[C@H]2C=C[C@@H](c3ccccc3)O[C@H]2CO/N=C2/c3cc(OC)ccc3O[C@@H](c3cccc(OC)c3)[C@H]2O)cc1,0,0,5,5,0,0,0,2,0,2,4,6,0,0,0,0,0,0,2,7,0,0,12,0,5,0,0,0,0,1,8,0,0,0,0,5,0,5,0,0,24,0,0,0,0,0,0,0,0,0,0,1
11714,COc1cccc([C@@H]2Oc3ccc(OC)cc3/C(=N/O[C@@H](C)CN3CCCCc4nc(C)c(C)cc43)[C@@H]2O)c1,0,0,6,6,0,0,0,2,0,2,2,4,2,0,0,0,0,0,1,6,0,0,14,0,3,0,0,0,0,2,5,0,0,0,0,3,0,3,0,0,17,0,0,0,0,1,0,0,0,0,0,1
11715,COc1cccc([C@H]2Oc3ccc(OC)cc3/C(=N\OC[C@@H](O)[C@@H]3O[C@@H]4OC(C)(C)O[C@@H]4[C@H]3O)[C@@H]2O)c1,0,0,6,6,0,0,0,1,0,2,2,4,2,0,0,0,0,0,1,12,0,0,14,0,7,0,0,0,0,1,10,0,0,0,0,7,1,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0
11716,C=CC[C@@H]1C=C[C@H](O/N=C2\c3cc(OC)ccc3O[C@H](c3cccc(OC)c3)[C@H]2O)[C@H](CO)O1,0,0,5,5,0,0,0,1,0,2,2,4,0,0,0,0,0,0,3,6,0,0,14,0,5,0,0,0,0,1,7,0,0,0,0,5,1,5,0,0,12,0,0,0,0,0,0,0,0,0,0,1
11717,COc1cccc([C@@H]2Oc3ccc(OC)cc3/C(=N/O[C@@H](C)c3cn([C@H]4COC[C@H]4O)nn3)[C@@H]2O)c1,0,0,5,5,0,0,0,2,0,2,2,4,2,0,0,0,0,0,1,8,0,0,11,0,5,0,0,0,0,1,7,0,0,0,0,5,0,5,0,0,14,0,0,0,0,3,0,0,0,0,0,0
